operation,datetime,price
Сбербанк,03.12.2024 06:01,-230.0
клиента,03.12.2024 06:01,300.0
ЦЕХ85_P_QR),04.12.2024 11:29,-198.0
A.YU.,03.12.2024 17:28,-108.0
клиента,04.12.2024 14:47,1000.0
Оплата Сбер QR (Playpool_P_QR),04.12.2024 14:48,-650.0
клиента,04.12.2024 15:47,1000.0
OBEDOV,03.12.2024 13:08,-117.0
Оплата Сбер QR (Cinnabon_P_QR),04.12.2024 17:27,-650.0
клиента,05.12.2024 07:58,1000.0
Сбербанк,05.12.2024 07:59,-1000.0
клиента,05.12.2024 13:07,100.0
Обедов_P_QR),05.12.2024 13:07,-117.0
TRUTNEVA VIKTORIYA,04.12.2024 15:47,-1127.0
клиента,05.12.2024 15:58,700.0
ЕРМОЛИНО_P_QR),05.12.2024 15:58,-237.29
Сбербанк,06.12.2024 07:55,22500.0
клиента,06.12.2024 07:55,-23000.0
ERMOLINO,04.12.2024 12:29,-180.53
клиента,06.12.2024 20:55,2500.0
Оплата СБП QR (Сервисы Яндекса),06.12.2024 20:55,-2252.0
Оплата СБП QR (Сервисы Яндекса),06.12.2024 20:55,-8.0
клиента,07.12.2024 19:27,3000.0
ChatGPT),07.12.2024 19:28,-3000.0
Сбербанк,07.12.2024 20:30,370.0
клиента,07.12.2024 22:46,2000.0
Оплата Сбер QR (OKEY_P_QR),07.12.2024 22:46,-1846.93
Сбербанк,08.12.2024 11:41,-200.0
клиента,09.12.2024 13:19,16500.0
бытовая техника (Сев),09.12.2024 13:20,-16198.0
Лесная_P_QR),09.12.2024 13:42,-287.0
клиента,09.12.2024 17:47,500.0
Черниговская В.В.)),09.12.2024 18:25,-959.0
клиента,10.12.2024 08:55,300.0
Сбербанк,10.12.2024 08:56,-300.0
клиента,10.12.2024 19:47,1000.0
Оплата СБП QR (Сервисы Яндекса),10.12.2024 19:47,-1031.7
Оплата СБП QR (Сервисы Яндекса),10.12.2024 19:47,-8.3
Оплата СБП QR (Сервисы Яндекса),10.12.2024 20:11,-1.73
клиента,11.12.2024 23:25,2000.0
SAINT-TET_P_QR),11.12.2024 23:25,-1887.82
клиента,12.12.2024 01:38,1000.0
клиента,12.12.2024 14:52,1700.0
Банк,12.12.2024 14:54,2000.0
Сбербанк,13.12.2024 13:09,-600.0
Y.M*N859142,12.12.2024 01:39,-1100.0
Оплата товаров и услуг SPBPU,12.12.2024 14:53,-1600.0
Сбербанк,13.12.2024 18:22,42838.93
клиента,13.12.2024 18:22,-42000.0
клиента,13.12.2024 20:22,1300.0
Озон Банк (Ozon),13.12.2024 20:23,-1960.0
клиента,13.12.2024 20:57,1000.0
Оплата СБП QR (Сервисы Яндекса),13.12.2024 20:58,-597.0
Оплата СБП QR (Сервисы Яндекса),13.12.2024 20:58,-3.0
Сбербанк,13.12.2024 22:20,7000.0
клиента,14.12.2024 09:17,128963.22
ВТБ,14.12.2024 09:18,-135000.0
ЕРМОЛИНО_P_QR),14.12.2024 11:14,-951.41
TUCHKOV_P_QR),14.12.2024 11:26,-344.97
ВТБ,14.12.2024 12:07,3000.0
цветы_P_QR),14.12.2024 12:08,-1558.0
Оплата товаров и услуг Rostics,12.12.2024 22:39,-1532.0
ВТБ,16.12.2024 16:17,2000.0
PIROGOVYY DVORIK,16.12.2024 19:09,-91.0
SBER*5411*SAMOKAT,14.12.2024 22:13,-858.0
ВТБ,17.12.2024 18:57,500.0
Сбербанк,18.12.2024 10:54,-100.0
CEKH85,16.12.2024 16:17,-2047.0
OBEDOV,17.12.2024 13:24,-117.0
FRUKTY,17.12.2024 08:35,-253.0
Оплата товаров и услуг KHLEBNIK,17.12.2024 18:58,-326.0
ВТБ,18.12.2024 17:44,3500.0
ВТБ,18.12.2024 22:05,1000.0
Банк,18.12.2024 22:06,-500.0
SP 4 ET.2,18.12.2024 17:50,-1100.0
SP 4 ET.2,18.12.2024 18:06,-2500.0
KITCHEN_2,18.12.2024 11:24,-237.0
Озон Банк (Ozon),19.12.2024 20:50,1470.0
ВТБ,20.12.2024 00:27,1500.0
ВТБ,20.12.2024 08:13,500.0
"РИТЭЙЛ"")",20.12.2024 11:55,-80.0
OBEDOV,19.12.2024 13:24,-207.0
PYATEROCHKA 91,18.12.2024 22:07,-59.99
ВТБ,20.12.2024 19:04,500.0
ВТБ,21.12.2024 12:09,1000.0
Оплата товаров и услуг BEELINE,19.12.2024 07:14,-100.0
VKUSVILL_4528_8154,19.12.2024 21:15,-448.74
KITCHEN_2,20.12.2024 08:18,-296.0
ВТБ,21.12.2024 19:02,1500.0
Сбербанк,22.12.2024 14:46,1500.0
ВТБ,22.12.2024 14:47,1000.0
Озон Банк (Ozon),22.12.2024 14:48,-2309.0
Оплата товаров и услуг OKEY,20.12.2024 19:04,-454.45
OBEDOV,20.12.2024 14:53,-63.0
PYATEROCHKA 7050,21.12.2024 12:23,-536.25
ERMOLINO,21.12.2024 19:03,-950.0
ВТБ,23.12.2024 09:07,500.0
ВТБ,23.12.2024 09:46,1500.0
ВТБ,23.12.2024 13:42,1000.0
BULOCHNAYA 12,21.12.2024 12:14,-501.0
MM TUCHKOV,21.12.2024 19:18,-298.19
PIROGOVYY DVORIK,23.12.2024 13:46,-953.0
ВТБ,24.12.2024 13:18,1000.0
SBER*5912*EAPTEKA,20.12.2024 00:28,-2667.0
KITCHEN_2,23.12.2024 19:59,-316.0
1170,23.12.2024 09:51,-1305.0
Оплата товаров и услуг BEELINE,23.12.2024 09:07,-635.0
ВТБ,25.12.2024 14:36,1000.0
CEKH85,23.12.2024 13:37,-325.0
OBEDOV,24.12.2024 13:18,-117.0
Оплата товаров и услуг KHLEBNIK,24.12.2024 18:13,-136.0
Сбербанк,25.12.2024 18:07,9700.0
ВТБ,25.12.2024 18:08,-7000.0
Сбербанк,25.12.2024 22:25,-2800.0
PLUS,26.12.2024 03:29,-380.0
ВТБ,26.12.2024 15:45,3000.0
Банк,26.12.2024 15:46,2000.0
Оплата Сбер QR (ЯРУМЭН_P_QR),26.12.2024 15:57,-2000.0
PYATEROCHKA 7050,24.12.2024 18:07,-495.71
Сбербанк,26.12.2024 19:21,10000.0
OBEDOV,25.12.2024 12:22,-162.0
Сбербанк,27.12.2024 12:51,1986.04
ВТБ,27.12.2024 12:52,-2000.0
Y.M*N859142,26.12.2024 15:47,-1100.0
ВТБ,27.12.2024 14:35,1000.0
KING 0292,25.12.2024 14:37,-359.98
YM*firstbyte rus,26.12.2024 20:37,-700.0
YANDEX.TAXI,27.12.2024 20:18,-1.0
Y.M*yacharity,27.12.2024 20:34,-9.0
CEKH85,26.12.2024 13:46,-278.0
Оплата товаров и услуг OKEY,26.12.2024 19:21,-10077.26
CEKH85,27.12.2024 14:37,-1596.0
MAGBURGER O54,01.01.2025 15:12,-325.0
Оплата товаров и услуг ERMOLINO,31.12.2024 11:34,-510.25
ВТБ,01.01.2025 16:51,500.0
ВТБ,02.01.2025 10:04,1000.0
ВТБ,02.01.2025 15:53,4000.0
ВТБ,02.01.2025 15:55,500.0
ВТБ,02.01.2025 18:27,500.0
Оплата товаров и услуг ALLIGATOR,02.01.2025 11:00,-540.0
ВТБ,03.01.2025 20:03,500.0
ВТБ,03.01.2025 23:26,3000.0
PLUS,03.01.2025 23:27,-2990.0
PYATEROCHKA 6982,02.01.2025 09:44,-109.98
KORENOVSK,02.01.2025 15:55,-5069.0
MM SAMORODOK,02.01.2025 18:28,-389.98
ВТБ,04.01.2025 20:37,800.0
ВТБ,04.01.2025 20:57,1000.0
Оплата СБП QR (Сервисы Яндекса),04.01.2025 21:09,-1431.0
MM SINDIKAT,03.01.2025 21:15,-259.98
PYATEROCHKA 10276,03.01.2025 20:04,-236.95
Оплата СБП QR (Сервисы Яндекса),06.01.2025 09:12,-5.3
Оплата СБП QR (Сервисы Яндекса),06.01.2025 09:12,-7.7
YM*YACHARITY,04.01.2025 22:11,-9.0
PROEZDA SOCHINS,05.01.2025 07:42,-248.0
ВТБ,06.01.2025 18:21,1000.0
ВТБ,06.01.2025 19:06,2000.0
Оплата СБП QR (Сервисы Яндекса),06.01.2025 19:13,-354.0
ВТБ,06.01.2025 19:49,1500.0
ВТБ,06.01.2025 22:47,1000.0
pytok sredneve,06.01.2025 18:21,-900.0
Y.M*yacharity,06.01.2025 19:27,-6.0
Yabloko,06.01.2025 22:47,-1293.3
ВТБ,07.01.2025 16:09,2000.0
Оплата СБП QR (Сервисы Яндекса),07.01.2025 16:10,-1722.0
Оплата СБП QR (Сервисы Яндекса),07.01.2025 16:10,-8.0
Оплата СБП QR (Сервисы Яндекса),08.01.2025 10:36,-123.0
Оплата СБП QR (Сервисы Яндекса),08.01.2025 10:37,-7.0
Оплата товаров и услуг BOMUjp,06.01.2025 21:35,-2920.0
PLUS,08.01.2025 14:59,-279.0
ВТБ,09.01.2025 16:35,500.0
ВТБ,09.01.2025 18:04,1500.0
ВТБ,09.01.2025 18:05,600.0
PRACHECHNAYA,09.01.2025 16:38,-380.0
KITCHEN_2,09.01.2025 16:03,-79.0
ВТБ,10.01.2025 17:43,4000.0
Сбербанк,10.01.2025 21:24,375.0
PYATEROCHKA 7050,09.01.2025 18:05,-2093.12
PRACHECHNAYA,10.01.2025 18:19,-30.0
ВТБ,11.01.2025 15:37,1000.0
ВТБ,11.01.2025 19:35,1500.0
эксп.дост.),11.01.2025 19:46,-1223.9
Оплата товаров и услуг SPBPU,11.01.2025 15:38,-1662.82
BEFREE EVROPOLIS,10.01.2025 17:43,-3198.0
CEKH85,10.01.2025 14:33,-139.0
Оплата СБП QR (Сервисы Яндекса),13.01.2025 13:28,-76.0
Оплата СБП QR (Сервисы Яндекса),13.01.2025 14:04,-130.0
ВТБ,13.01.2025 16:54,500.0
ВТБ,13.01.2025 17:43,500.0
ВТБ,13.01.2025 18:54,700.0
Оплата СБП QR (Сервисы Яндекса),13.01.2025 18:55,-22.0
Яндекса),13.01.2025 18:55,22.0
Оплата СБП QR (Сервисы Яндекса),13.01.2025 19:06,-247.0
Оплата СБП QR (Сервисы Яндекса),13.01.2025 19:36,-3.0
ВТБ,13.01.2025 21:56,3000.0
ВТБ,13.01.2025 21:57,2000.0
ВТБ,13.01.2025 22:02,-1000.0
PURI,13.01.2025 21:59,-3810.0
Y.M*yacharity,13.01.2025 13:38,-4.0
SPBPU,13.01.2025 13:15,-80.0
KITCHEN_1,13.01.2025 17:20,-237.0
ВТБ,15.01.2025 14:40,4000.0
Сбербанк,15.01.2025 14:46,-2843.0
PYATEROCHKA 7050,13.01.2025 17:45,-881.64
Оплата товаров и услуг KHLEBNIK,13.01.2025 17:31,-136.0
ВТБ,15.01.2025 17:22,1500.0
ВТБ,15.01.2025 18:32,500.0
Озон Банк (Ozon),15.01.2025 18:33,-774.0
Оплата товаров и услуг SPB.KASSIR,15.01.2025 15:27,-1000.0
ВТБ,16.01.2025 13:49,2000.0
ВТБ,16.01.2025 15:27,5000.0
Банк,17.01.2025 12:53,-50.0
CVETY,15.01.2025 17:23,-2085.0
Оплата товаров и услуг METRO,16.01.2025 13:41,-81.0
ВТБ,17.01.2025 16:22,600.0
ВТБ,17.01.2025 16:23,500.0
ВТБ,17.01.2025 16:57,500.0
эксп.дост.),17.01.2025 17:42,-658.35
AO TRETI,17.01.2025 00:09,-75.0
ERMOLINO,16.01.2025 13:49,-1822.85
Оплата товаров и услуг OKEY,16.01.2025 15:27,-4909.98
COFFEE,17.01.2025 16:23,-870.0
+79516708737,19.01.2025 20:23,-100.0
ВТБ,20.01.2025 14:57,1000.0
+79094621748,20.01.2025 20:11,-700.0
ВТБ,20.01.2025 20:36,2000.0
ВТБ,21.01.2025 13:56,2500.0
SPBPU,20.01.2025 14:54,-10.0
SPBPU,20.01.2025 14:57,-448.0
KITCHEN_2,20.01.2025 20:36,-178.0
Оплата СБП QR (Сервисы Яндекса),21.01.2025 16:59,-1.0
Оплата СБП QR (Сервисы Яндекса),21.01.2025 17:00,-9.0
Оплата СБП QR (Сервисы Яндекса),21.01.2025 19:00,-224.0
Оплата СБП QR (Сервисы Яндекса),21.01.2025 19:00,-6.0
эксп.дост.),22.01.2025 13:05,-770.32
Agroservice,21.01.2025 11:35,-125.0
Agroservice,21.01.2025 11:37,-110.0
ВТБ,22.01.2025 13:40,1000.0
эксп.дост.),22.01.2025 13:55,-554.95
KING 0292,20.01.2025 21:08,-1209.9
Банк,22.01.2025 18:15,880.0
эксп.дост.),22.01.2025 18:37,-872.65
Агрегатор эксп.дост.),23.01.2025 14:07,770.32
CEKH85,21.01.2025 13:56,-1633.0
ВТБ,23.01.2025 21:11,1000.0
ВТБ,23.01.2025 21:45,1000.0
KITCHEN_2,23.01.2025 21:48,-178.0
ВТБ,25.01.2025 00:51,2500.0
Оплата СБП QR (Сервисы Яндекса),25.01.2025 01:23,-61.0
Оплата СБП QR (Сервисы Яндекса),25.01.2025 01:24,-9.0
PUSHKINSKAYA N 1091,23.01.2025 21:11,-1501.0
ZDOROV.RU,23.01.2025 21:45,-1185.0
VKUSNO,23.01.2025 21:57,-205.0
PYATEROCHKA 7050,23.01.2025 22:06,-325.16
"SELO, AO SZPPK",23.01.2025 20:13,-55.0
ВТБ,25.01.2025 16:05,1000.0
эксп.дост.),25.01.2025 16:09,-942.43
ВТБ,25.01.2025 22:27,3500.0
Angus,25.01.2025 00:51,-2290.0
Гуля,26.01.2025 18:42,-10.0
ВТБ,27.01.2025 12:36,1000.0
Оплата товаров и услуг OKEY,25.01.2025 22:28,-3002.62
ВТБ,27.01.2025 21:08,500.0
Оплата товаров и услуг KHLEBNIK_2,27.01.2025 12:36,-733.0
A.H.,27.01.2025 18:54,-90.0
A.H.,27.01.2025 19:17,-190.0
ВТБ,29.01.2025 10:18,1000.0
Оплата СБП QR (kassir.ru (SPB)),29.01.2025 10:19,-700.0
78864D,27.01.2025 19:44,-179.98
KING 0735,27.01.2025 21:09,-470.98
78703D,27.01.2025 12:46,-419.79
ВТБ,29.01.2025 16:54,2300.0
Оплата СБП QR (Сервисы Яндекса),29.01.2025 22:26,-30.0
карты (W1_BEELINE),30.01.2025 12:00,158.82
Оплата СБП QR (memopix),30.01.2025 13:33,-200.0
ВТБ,30.01.2025 14:36,1500.0
ВТБ,31.01.2025 11:22,500.0
PEKAREN TRDELNIK,30.01.2025 14:37,-978.0
ВТБ,31.01.2025 14:20,1000.0
Оплата СБП QR (Сервисы Яндекса),31.01.2025 14:21,-1086.0
Оплата СБП QR (Сервисы Яндекса),31.01.2025 14:21,-4.0
SPETERBURG-6,29.01.2025 16:58,-2368.0
ВТБ,01.02.2025 13:12,500.0
Оплата СБП QR (Wildberries),01.02.2025 14:12,-297.0
PYATEROCHKA 7050,30.01.2025 16:18,-441.12
ВТБ,02.02.2025 02:53,1000.0
Оплата СБП QR (Сервисы Яндекса),02.02.2025 02:58,-789.0
Оплата СБП QR (Сервисы Яндекса),02.02.2025 02:58,-1.0
BULOCHNAYA 113,31.01.2025 11:22,-532.0
PYATEROCHKA 7050,31.01.2025 12:06,-192.99
ВТБ,02.02.2025 18:13,500.0
ВТБ,02.02.2025 18:27,1500.0
Сбербанк,02.02.2025 18:27,1407.65
ВТБ,02.02.2025 21:00,4100.0
ВТБ,02.02.2025 21:03,1500.0
Оплата товаров и услуг SPBPU,02.02.2025 18:30,-1705.0
PRACHECHNAYA,02.02.2025 18:13,-760.0
ВТБ,04.02.2025 11:42,1000.0
PEREKRESTOK KUSHELEVKA,02.02.2025 21:03,-6302.86
ВТБ,04.02.2025 18:32,500.0
PIROGOVYY DVORIK,04.02.2025 11:42,-603.0
KITCHEN_1,04.02.2025 18:32,-1143.0
ВТБ,05.02.2025 15:41,500.0
Озон Банк (Ozon),05.02.2025 15:44,-679.0
ВТБ,05.02.2025 17:38,1000.0
Оплата СБП QR (Сервисы Яндекса),05.02.2025 17:38,-924.0
Оплата СБП QR (Сервисы Яндекса),05.02.2025 17:38,-6.0
Оплата СБП QR (Сервисы Яндекса),05.02.2025 17:43,-5.0
ВТБ,06.02.2025 10:58,1000.0
ВТБ,07.02.2025 17:11,2000.0
ВТБ,08.02.2025 14:23,3000.0
ChatGPT),08.02.2025 14:24,-3000.0
Оплата СБП QR (Сервисы Яндекса),08.02.2025 14:41,-1958.0
Оплата товаров и услуг KHLEBNIK,06.02.2025 10:59,-1165.5
Оплата товаров и услуг KHLEBNIK_2,07.02.2025 10:30,-136.0
ВТБ,08.02.2025 22:47,1875.0
Оплата СБП QR (Сервисы Яндекса),08.02.2025 22:48,-1026.0
Оплата СБП QR (Сервисы Яндекса),08.02.2025 22:48,-4.0
ВТБ,09.02.2025 09:29,2500.0
RETAIL,07.02.2025 16:40,-80.0
ВТБ,10.02.2025 05:02,500.0
эксп.дост.),10.02.2025 05:07,-847.23
ВТБ,10.02.2025 11:01,500.0
Сбербанк,10.02.2025 16:46,375.0
YANDEX*5815*PLUS,10.02.2025 12:04,-200.0
ВТБ,12.02.2025 12:42,2000.0
ВТБ,12.02.2025 12:43,1000.0
+79516708737,12.02.2025 16:05,-250.0
Озон Банк (Ozon),12.02.2025 17:45,-335.0
ВТБ,12.02.2025 21:05,850.0
ВТБ,12.02.2025 21:05,2000.0
ВТБ,12.02.2025 21:07,1000.0
TERRANOVA,12.02.2025 21:08,-3997.0
ВТБ,13.02.2025 17:53,4480.0
Банк,13.02.2025 20:00,2500.0
эксп.дост.),13.02.2025 20:04,-767.75
Оплата СБП QR (Сервисы Яндекса),13.02.2025 21:29,-480.0
ВТБ,13.02.2025 21:45,4000.0
Сбербанк,13.02.2025 21:47,-3900.0
ВТБ,14.02.2025 00:22,1000.0
Оплата СБП QR (Сервисы Яндекса),14.02.2025 00:28,-1386.0
Оплата СБП QR (Сервисы Яндекса),14.02.2025 01:10,-4.0
YARUMEN,13.02.2025 20:01,-1580.0
Оплата товаров и услуг Idolcut,13.02.2025 17:53,-4480.0
METROPOL,12.02.2025 12:44,-1690.0
METROPOL,12.02.2025 13:56,-95.0
Оплата товаров и услуг Flawery.ru,09.02.2025 09:29,-2870.0
ВТБ,15.02.2025 15:39,500.0
ВТБ,15.02.2025 17:49,1000.0
эксп.дост.),15.02.2025 17:58,-1049.93
OREKHOVYJ DVORIK,10.02.2025 11:01,-390.08
Оплата СБП QR (Сервисы Яндекса),16.02.2025 19:11,-1.0
Оплата СБП QR (Сервисы Яндекса),16.02.2025 19:25,-9.0
ВТБ,16.02.2025 21:06,4000.0
ВТБ,16.02.2025 21:13,1000.0
ВТБ,16.02.2025 21:14,2000.0
Оплата СБП QR (Сервисы Яндекса),16.02.2025 21:26,-2175.0
Оплата СБП QR (Сервисы Яндекса),16.02.2025 21:40,-5.0
ВТБ,17.02.2025 12:18,500.0
Оплата товаров и услуг HYGGE,15.02.2025 15:39,-370.0
ВТБ,18.02.2025 15:53,1000.0
Оплата товаров и услуг MAGADAN,16.02.2025 21:13,-4530.0
Банк,18.02.2025 22:32,-1366.71
KEBAB,17.02.2025 12:19,-324.0
Оплата товаров и услуг EVO_KEBAB,17.02.2025 12:17,-364.0
Оплата товаров и услуг MAGAZIN.,18.02.2025 17:00,-127.0
ВТБ,20.02.2025 18:55,1000.0
ВТБ,21.02.2025 09:51,800.83
эксп.дост.),21.02.2025 09:55,-874.83
ВТБ,21.02.2025 16:02,1500.0
PRACHECHNAYA,20.02.2025 18:58,-760.0
ВТБ,22.02.2025 18:01,500.0
ВТБ,22.02.2025 18:03,500.0
ВТБ,22.02.2025 18:04,100.0
ВТБ,23.02.2025 02:52,1500.0
эксп.дост.),23.02.2025 07:21,-1140.57
ERMOLINO,21.02.2025 16:14,-1153.77
Сбербанк,23.02.2025 17:37,3000.0
KITCHEN_2,22.02.2025 18:04,-1083.0
ВТБ,23.02.2025 18:57,1000.0
ВТБ,23.02.2025 19:29,2000.0
RETAIL,22.02.2025 15:15,-75.0
OREKHOVYJ DVORIK,22.02.2025 17:24,-393.76
ВТБ,24.02.2025 18:20,2000.0
TRANSPORT PITER,23.02.2025 17:59,-75.0
Petrogradskaya N 2152,23.02.2025 19:33,-1501.0
Khinkalych,24.02.2025 18:20,-1880.0
Оплата СБП QR (Сервисы Яндекса),25.02.2025 14:59,-106.0
Оплата СБП QR (Сервисы Яндекса),25.02.2025 14:59,-4.0
Оплата товаров и услуг BOLSHOJ-9,23.02.2025 19:00,-2513.0
PEKARNI,23.02.2025 19:29,-2300.0
ВТБ,26.02.2025 20:47,500.0
ВТБ,27.02.2025 12:14,1000.0
ВТБ,28.02.2025 10:05,1500.0
эксп.дост.),28.02.2025 10:23,-1557.01
ВТБ,28.02.2025 16:14,119305.69
клиента,28.02.2025 16:14,-100000.0
клиента,28.02.2025 16:22,-19000.0
MM YUFEROVSKOE,26.02.2025 20:47,-363.94
Сбербанк,28.02.2025 18:14,7000.0
клиента,28.02.2025 18:15,-7000.0
CEKH85,27.02.2025 12:15,-802.0
клиента,01.03.2025 18:46,1500.0
клиента,02.03.2025 11:53,1500.0
RETAIL,28.02.2025 18:21,-90.0
pay,01.03.2025 13:03,-389.99
CVETY,01.03.2025 18:46,-1350.0
PEREKRESTKA_S,02.03.2025 12:56,-1556.5
клиента,07.03.2025 15:56,1000.0
Оплата СБП QR (Сервисы Яндекса),07.03.2025 15:57,-773.0
Оплата СБП QR (Сервисы Яндекса),07.03.2025 16:12,-7.0
клиента,07.03.2025 17:52,700.0
клиента,08.03.2025 12:00,600.0
клиента,08.03.2025 14:52,2800.0
ChatGPT),08.03.2025 14:53,-2800.0
KITCHEN_2,07.03.2025 17:55,-680.0
"77, Т-Банк",08.03.2025 20:13,350.0
ВТБ,08.03.2025 20:51,1750.0
RETAIL,07.03.2025 19:09,-75.0
AM,07.03.2025 18:53,-139.0
Банк,09.03.2025 22:39,-1500.0
SPETERBURG-6,08.03.2025 12:00,-847.0
клиента,10.03.2025 18:32,3300.0
Оплата СБП QR (СИТИЛИНК),10.03.2025 18:34,-3790.0
клиента,10.03.2025 18:38,300.0
клиента,11.03.2025 20:32,200.0
клиента,11.03.2025 21:56,1700.0
клиента,11.03.2025 22:53,1000.0
PLUS,12.03.2025 12:04,-200.0
клиента,12.03.2025 15:39,1300.0
эксп.дост.),12.03.2025 15:44,-1435.52
RETAIL,11.03.2025 20:34,-75.0
RETAIL,11.03.2025 20:36,-95.0
Оплата товаров и услуг SPBPU,11.03.2025 21:57,-1705.0
Сбербанк,12.03.2025 20:45,350.0
KRASNOE&BELOE,10.03.2025 18:38,-354.98
клиента,13.03.2025 13:41,210.0
клиента,13.03.2025 13:42,260.0
PYATEROCHKA 7050,11.03.2025 22:54,-712.64
Agroservice,13.03.2025 13:42,-210.0
Agroservice,13.03.2025 13:43,-260.0
Сбербанк,14.03.2025 16:09,47670.75
клиента,14.03.2025 16:10,-47000.0
Сбербанк,14.03.2025 16:43,10000.0
клиента,14.03.2025 16:43,10000.0
клиента,14.03.2025 16:44,-20000.0
Сбербанк,15.03.2025 00:59,3580.0
Оплата СБП QR (Сервисы Яндекса),15.03.2025 01:14,-1.0
клиента,15.03.2025 04:14,5000.0
клиента,15.03.2025 04:14,5000.0
Сбербанк,15.03.2025 07:50,-3600.0
клиента,15.03.2025 07:50,-5000.0
PRACHECHNAYA,13.03.2025 09:37,-380.0
Оплата СБП QR (Сервисы Яндекса),15.03.2025 18:55,-463.0
Оплата СБП QR (Сервисы Яндекса),15.03.2025 18:55,-7.0
Y.M*yacharity,15.03.2025 01:32,-9.0
PEREKRESTOK KIROVS ZAV,14.03.2025 16:40,-149.99
PIZZA,14.03.2025 16:35,-469.0
restaurant SCHASTY,15.03.2025 00:59,-3580.0
Сбербанк,17.03.2025 12:08,-468.0
RETAIL,15.03.2025 13:32,-165.0
RETAIL,15.03.2025 13:34,-75.0
RETAIL,15.03.2025 13:48,-105.0
клиента,17.03.2025 18:00,1500.0
эксп.дост.),17.03.2025 18:36,-1116.01
клиента,18.03.2025 14:49,500.0
клиента,18.03.2025 14:52,200.0
клиента,19.03.2025 13:54,1000.0
клиента,19.03.2025 13:55,200.0
эксп.дост.),19.03.2025 14:16,-1077.52
PEREKRESTOK KIROVS ZAV,18.03.2025 14:50,-684.18
Оплата товаров и услуг KHLEBNIK,18.03.2025 14:54,-202.0
клиента,21.03.2025 09:30,700.0
клиента,21.03.2025 16:40,500.0
клиента,21.03.2025 16:45,500.0
эксп.дост.),21.03.2025 16:48,-737.98
клиента,22.03.2025 09:02,200.0
A.YU.,21.03.2025 16:40,-93.0
Оплата товаров и услуг REG.RU,21.03.2025 10:13,-121.0
YM*firstbyte rus,21.03.2025 11:32,-700.0
клиента,23.03.2025 14:33,2900.0
клиента,23.03.2025 22:40,1600.0
клиента,24.03.2025 11:41,1200.0
BARANOV D.V.,22.03.2025 09:02,-233.0
FITNESS_HOUSE,23.03.2025 14:36,-2090.0
клиента,24.03.2025 18:03,1700.0
Оплата СБП QR (Сервисы Яндекса),24.03.2025 18:03,-1762.6
Оплата СБП QR (Сервисы Яндекса),24.03.2025 18:03,-7.4
клиента,25.03.2025 12:27,2000.0
Сбербанк,25.03.2025 12:37,2716.0
Оплата товаров и услуг BUSHE,23.03.2025 20:44,-500.0
Оплата товаров и услуг OKEY,23.03.2025 22:40,-1626.0
клиента,25.03.2025 22:44,3500.0
